AGRESSION_WAR_COLONIAL_NAME;$ORDER$$STATE$ 식민지 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME;$ORDER$$STATE$ 정복 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_TAKE_NAME;$ORDER$$STATE$ 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME;$ORDER$$STATE$ 해방 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$STATE$ 침공;;;;;;;;;;;;;
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ 전쟁;;;;;;;;;;;;;
NORMAL_WAR_ADD_SPHERE_NAME;$ORDER$$SECOND_COUNTRY$ 복속 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$$SECOND_COUNTRY$ 복속 전쟁;;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 내전;;;;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 내전;;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME;$ORDER$$SECOND_COUNTRY$ 정복 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME;$ORDER$$FIRST_COUNTRY$의 $SECOND_COUNTRY$ 침공;;;;;;;;;;;;;;
ADJ_FORT_EXTRA_ATTR;그리고 적대적인 인접 요새로 인해 [SUB_A7]R+$VAL$%[SUB_A7]W 오릅니다.;;;;;;;;;;;;;
IS_NOT_ACCEPTED_CULTURE_POP; ≠ 수용문화\n;;;;;;;;;;;;;
IS_ACCEPTED_CULTURE_POP; = 수용문화\n;;;;;;;;;;;;;
IS_NOT_PRIMARY_CULTURE_POP; ≠ 핵심문화([SUB_A7]Y$NAME$[SUB_A7]W)\n;;;;;;;;;;;;;
IS_PRIMARY_CULTURE_POP; = 핵심문화([SUB_A7]Y$NAME$[SUB_A7]W)\n;;;;;;;;;;;;;
NEW_CORE_EFFECT_TAG2; $TAG$ 영유권 범위에 [SUB_A7]Y$NEW$[SUB_A7]W 지역을 추가합니다.\n;;;;;;;;;;;;;
digin;참호;;;;;;;;;;;;;
terrain;지형;;;;;;;;;;;;;
crossing;도하;;;;;;;;;;;;;
total_occupation;점령된 본국 지역;;;;;;;;;;;;;
total_blockaded;봉쇄된 본국 항구;;;;;;;;;;;;;
PW_SLAVE_STATE;노예주;;;;;;;;;;;;;
CURR_REL_TT;현재 관계입니다;;;;;;;;;;;;;
great_power;강대국;;;;;;;;;;;;;
second_power;지역강국;;;;;;;;;;;;;
civ_nation;문명국;;;;;;;;;;;;;
unciv_nation;비문명국;;;;;;;;;;;;;
REB_TYPE_SIZE;[SUB_A7]Y반군 지원자[SUB_A7]W;;;;;;;;;;;;;
REB_TYPE_POWER;[SUB_A7]Y반군 역량[SUB_A7]W;;;;;;;;;;;;;
PRODUCTION_MUST_PORT_ONLY;항구에서만 생산합니다.\n;;;;;;;;;;;;;
POPULATION_CHANGED_BY;인구 변동:;;;;;;;;;;;;;
COMBAT_LEADER_MOD;지휘관;;;;;;;;;;;;;
POLITICS_CANNOT_SET_RULING_PARTY_IN_ELECTION;선거 도중에는 여당을 변경할 수 없습니다.;;;;;;;;;;;;;
IS_NOT_OVERSEAS; ≠ 수도와 단절된 지역;;;;;;;;;;;;;
IS_OVERSEAS; = 수도와 단절된 지역;;;;;;;;;;;;;
SHIP_SUB_NAME;제$NUM$$ORDER$$HOME$$TYPE$;;;;;;;;;;;;;
FOLLOWING_HAVE_CLAIMS;영유권 보유 국가:;;;;;;;;;;;;;
COUNTRY_IS_NOT_CULTURE; 핵심문화 ≠;;;;;;;;;;;;;
COUNTRY_IS_CULTURE; 핵심문화 =;;;;;;;;;;;;;
NO_ASSIM_NOW;현재 동화 없음;;;;;;;;;;;;;
MODIFIER_LOCAL_REPAIR;군함 수리 속도;;;;;;;;;;;;;
BADBOY_DRO_1;월간 악명 변동:\n;;;;;;;;;;;;;
REGIMENT_SIZE;현재 병력: [SUB_A7]Y$SIZE$[SUB_A7]W\n;;;;;;;;;;;;;
CURRENT_MORALE;조직력: [SUB_A7]Y$SIZE$[SUB_A7]W/$MAX$\n;;;;;;;;;;;;;
SUPPLY_COST;보급비;;;;;;;;;;;;;
ALL_CORE_PROVINCE_THAT; 영유권 보유 지역 전체;;;;;;;;;;;;;
BREAKCOUNTRY_SETUP;반군 세력이 우리나라에서 요구를 관철했을 때;;;;;;;;;;;;;
BREAKCOUNTRY_HEADER;$CAPITAL$의 보고;;;;;;;;;;;;;
BREAKCOUNTRY_1;$FACTION$ 승리!;;;;;;;;;;;;;
BREAKCOUNTRY_2;$MONARCHTITLE$, $FACTION$ 측이 요구를 관철했습니다!;;;;;;;;;;;;;
BREAKCOUNTRY_3;*;;;;;;;;;;;;;
BREAKCOUNTRY_4;$EFFECTS$;;;;;;;;;;;;;
BREAKCOUNTRY_5;*;;;;;;;;;;;;;
BREAKCOUNTRY_6;*;;;;;;;;;;;;;
BREAKCOUNTRY_LOG;$FACTION$ 측이 요구를 관철했습니다!;;;;;;;;;;;;;
BREAKCOUNTRY_BTN1;끔찍하다!;;;;;;;;;;;;;
BREAKCOUNTRY_BTN2;끔찍하다!;;;;;;;;;;;;;
BREAKCOUNTRY_BTN3;참조;;;;;;;;;;;;;
BREAKCOUNTRY_MAP;*;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_SETUP;반군 세력이 다른 국가에서 요구를 관철했을 때;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_HEADER;$OTHER$ 대사의 보고;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_1;$OTHER$에서;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_2;$FACTION$ 측이;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_3;요구를 관철했습니다.;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_4;$EFFECTS$;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_5;*;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_6;*;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_LOG;$FACTION$ 측이 $OTHER$에서 요구를 관철했습니다!;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_BTN1;확인;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_BTN2;확인;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_BTN3;참조;;;;;;;;;;;;;
BREAKCOUNTRYOTHER_MAP;*;;;;;;;;;;;;;
INVENTION_SETUP;우리나라에서 새로운 발명이 일어났을 때;;;;;;;;;;;;;
INVENTION_HEADER;중요한 발견에 대한 보고;;;;;;;;;;;;;
INVENTION_1;국내 연구진이;;;;;;;;;;;;;
INVENTION_2;$INVENTION$의 원리를;;;;;;;;;;;;;
INVENTION_3;발견했습니다.;;;;;;;;;;;;;
INVENTION_4;$DESC$;;;;;;;;;;;;;
INVENTION_5;효과:;;;;;;;;;;;;;
INVENTION_6;$EFFECT$;;;;;;;;;;;;;
INVENTION_LOG;우리나라가 $INVENTION$의 원리를 발견했습니다.;;;;;;;;;;;;;
INVENTION_BTN1;확인;;;;;;;;;;;;;
INVENTION_BTN2;확인;;;;;;;;;;;;;
INVENTION_BTN3;세부사항;;;;;;;;;;;;;
INVENTION_MAP;*;;;;;;;;;;;;;
revanchism;보복주의;;;;;;;;;;;;;
plurality;다양성;;;;;;;;;;;;;
TOPBAR_LEADERSHIP_GAIN_TOOLTIP;매달마다 장교를 통해 지휘력을 [SUB_A7]Y$CURR$[SUB_A7]W 획득합니다.;;;;;;;;;;;;;
UW_AASIGN;지휘관 자동 배치;;;;;;;;;;;;;
ATTR_SAFE_RANGE;보급선 범위 안 또는 해안 근처에 있는 함대는 어떠한 소모도 입지 않습니다.;;;;;;;;;;;;;
TECHNOLOGYVIEW_HAVE_NOT_YEAR;[SUB_A7]Y$YEAR$[SUB_A7]W년 이후부터 연구할 수 있습니다.;;;;;;;;;;;;;
ENCOURAGEMENT_FOR;육성 - ;;;;;;;;;;;;;
IS_NOT_PRIMARY_CULTURE; [SUB_A7]Y$NAME$[SUB_A7]W ≠ 핵심문화\n;;;;;;;;;;;;;
IS_PRIMARY_CULTURE; 핵심문화 = [SUB_A7]Y$NAME$[SUB_A7]W\n[SUB_A7]Y;;;;;;;;;;;;;
IS_NOT_ACCEPTED_CULTURE2; [SUB_A7]Y$NAME$[SUB_A7]W ≠ 수용문화\n;;;;;;;;;;;;;
IS_ACCEPTED_CULTURE2; 수용문화 = [SUB_A7]Y$NAME$[SUB_A7]W\n;;;;;;;;;;;;;
ALL_COUNTRIES_EFF; 전체 국가;;;;;;;;;;;;;
ALL_COUNTRIES_THAT_EFF; 전체 국가;;;;;;;;;;;;;
GETTING_ONLY_NEEDS;$NEED$ 욕구 충족량: [SUB_A7]Y$VAL$%[SUB_A7]W;;;;;;;;;;;;;
tutorial_chapter_introduction;도입부가 끝났습니다.;;;;;;;;;;;;;
tutorial_end_of_chapter;연습이 끝났습니다.;;;;;;;;;;;;;
ISSUE_MOVE_EFFECT; 주민의 [SUB_A7]Y$PERCENTAGE$%[SUB_A7]W가 쟁점을 변경합니다.\n;;;;;;;;;;;;;
ADD_WARGOAL_EFFECT;해당 전쟁목표를 추가했을 때:;;;;;;;;;;;;;
ADD_WARGOAL_SUCCESS;해당 전쟁목표를 달성했을 때:;;;;;;;;;;;;;
ADD_WARGOAL_FAILURE;해당 전쟁목표를 달성하지 못했을 때:;;;;;;;;;;;;;
WARDIALOG_TRUCE;휴전국: ;;;;;;;;;;;;;
WARDIALOG_NOCB;전쟁명분 없음: ;;;;;;;;;;;;;
DIPLOMACY_INFAMY2;악명: [SUB_A7]Y$VALUE$[SUB_A7]W;;;;;;;;;;;;;
DIPLOMACY_PRESTIGE2;위신: $VALUE$;;;;;;;;;;;;;
DIPLOMACY_MILITANCY2;투쟁도: $VALUE$;;;;;;;;;;;;;
REMOVE_DIPLOMACY_WARDIALOG_ALLIES;[SUB_A7]Y$COUNTRY$[SUB_A7]W의 동맹국:;;;;;;;;;;;;;
REMOVE_DIPLOMACY_WARDIALOG_NUM_ALLIES;[SUB_A7]Y$COUNTRY$[SUB_A7]W의 동맹국: [SUB_A7]Y$NUM$[SUB_A7]W개국;;;;;;;;;;;;;
DIPLOMACY_WAR_HASTRUCE;[SUB_A7]R[SUB_A7]Y$COUNTRY$[SUB_A7]R 측과 휴전 중입니다.(만료일: [SUB_A7]Y$DATE$[SUB_A7]R) $COUNTRY$에 대한 선전포고는 우리나라의 국제적 위신에 상당한 타격을 입힙니다.;;;;;;;;;;;;;
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;매일마다 [SUB_A7]Y$COUNTRY$[SUB_A7]W에 영향력을 [SUB_A7]Y$NUM$[SUB_A7]W 투사합니다.;;;;;;;;;;;;;
tutorial_chapter_budget_victoria;중급 예산 연습이 끝났습니다.;;;;;;;;;;;;;
NO_RELEASEABLE_NATIONS;주권을 부여할 국가가 없습니다.;;;;;;;;;;;;;
DIPLOMACY_CALL_ALLIES_NOT_LEADER;전쟁주도국이 아니므로 동맹국을 소집할 수 없습니다.;;;;;;;;;;;;;
LEDGER_NEXT;다음;;;;;;;;;;;;;
LEDGER_PREV;이전;;;;;;;;;;;;;
MEC_544;슐레스비히-홀슈타인;;;;;;;;;;;;;;
COUNTRYALERT_CanIncreaseOpinion;[SUB_A7]Y발언력[SUB_A7]W을 높이거나, [SUB_A7]Y영향권[SUB_A7]W에 편입할 수 있습니다.;;;;;;;;;;;;;
COUNTRYALERT_NO_CanIncreaseOpinion;[SUB_A7]Y발언력[SUB_A7]W을 높이거나, [SUB_A7]Y영향권[SUB_A7]W에 편입할 수 없습니다.;;;;;;;;;;;;;
COLONY_SUCCESS_LOG;우리나라가 $TARGET$ 지방을 성공적으로 식민화했습니다.;;;;;;;;;;;;;
COLONY_FAIL_LOG;$OTHER$ 측이 우리나라보다 먼저 $TARGET$ 지방을 성공적으로 식민화했습니다.;;;;;;;;;;;;;
american_cultures;미국 문화권;;;;;;;;;;;;;
CANT_USE_LAST_WAR_GOALS;해당 전쟁목표를 선택하면 전쟁을 끝낼 수 있으나, 오직 전쟁주도국과 평화조약을 맺어야만 가능합니다.;;;;;;;;;;;;;
tut_6a_13;벨기에의 산업 생산량을 향상시키려면 직공이 필요합니다. 직공 아이콘을 클릭해 해당 중점을 설정하세요.;;;;;;;;;;;;;
DEN_251;아이슬란드 & 그린란드;;;;;;;;;;;;;;
CANCELALLIANCE_THEY_ACCEPT_BTN2;확인;;;;;;;;;;;;;
CANCELALLIANCE_THEY_ACCEPT_BTN3;참조;;;;;;;;;;;;;
tut_1b_19;수동으로 장군을 배치하려면 스파 지역의 사단을 선택하세요.;;;;;;;;;;;;;
TOPBAR_DEC_SPEED;속도 감소;;;;;;;;;;;;;
fort;요새;;;;;;;;;;;;;
fort_short;요새;;;;;;;;;;;;;
TOPBAR_DEC_SPEED;속도 감소;;;;;;;;;;;;;
IS_GREAT_NATION; = 강대국;;;;;;;;;;;;;
NO_DEMOTION;이달에는 강등이 없습니다.;;;;;;;;;;;;;
NO_PROMOTION;이달에는 승격이 없습니다.;;;;;;;;;;;;;
INCREASEOPINION_THEY_ACCEPT_MAP;발언력 확대;;;;;;;;;;;;;
INCREASEOPINION_WE_ACCEPT_MAP;발언력 확대;;;;;;;;;;;;;
DECREASEOPINION_THEY_ACCEPT_MAP;발언력 축소;;;;;;;;;;;;;
DECREASEOPINION_WE_ACCEPT_MAP;발언력 축소;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_MAP;영향권 편입;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_MAP;영향권 편입;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;영향권 이탈;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_MAP;영향권 이탈;;;;;;;;;;;;;
INCREASERELATION_THEY_ACCEPT_MAP;관계 개선;;;;;;;;;;;;;
INCREASERELATION_WE_ACCEPT_MAP;관계 개선;;;;;;;;;;;;;
DECREASERELATION_THEY_ACCEPT_MAP;관계 악화;;;;;;;;;;;;;
DECREASERELATION_WE_ACCEPT_MAP;관계 악화;;;;;;;;;;;;;
WETARGET_DISCREDIT_MAP;발언력 실추!;;;;;;;;;;;;;
WETARGET_EXPELADVISORS_MAP;고문 추방!;;;;;;;;;;;;;
WETARGET_BANEMBASSY_MAP;대사 추방!;;;;;;;;;;;;;
WETARGET_DECREASEOPINION_MAP;발언력 축소!;;;;;;;;;;;;;
WETARGET_REMOVEFROMSPHERE_MAP;영향권 이탈!;;;;;;;;;;;;;
womens_suffrage_movement;여성 참정권 운동;;;;;;;;;;;;;
WAR_GOOD_RELATION;좋은 관계([SUB_A7]Y$REL$[SUB_A7]W), 평균 의식도([SUB_A7]Y$CON$[SUB_A7]W): ;;;;;;;;;;;;;
make_slave;노예주 설립;;;;;;;;;;;;;
make_free;자유주 설립;;;;;;;;;;;;;
POP_OTHER_CULT;기타;;;;;;;;;;;;;
BLOCKADED_PEACE;봉쇄;;;;;;;;;;;;;
PRODUCTION_DESTROY_FACTORY_BECAUSE_TOOLTIP;해당 공장을 철거할 수 있습니다.\n이유:\n;;;;;;;;;;;;;
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;해당 공장을 철거할 수 없습니다.\n이유:\n;;;;;;;;;;;;;
RULE_DESTROY_FACTORY;공장 철거;;;;;;;;;;;;;
INCREASE_RELATION_MAX;이미 관계가 최상임 - ;;;;;;;;;;;;;
DECREASE_RELATION_MAX;이미 관계가 최악임 - ;;;;;;;;;;;;;
BANKRUPTCY_SETUP;우리나라가 파산했을 때;;;;;;;;;;;;;
BANKRUPTCY_HEADER;$MESSENGER$;;;;;;;;;;;;;
BANKRUPTCY_1;비보!;;;;;;;;;;;;;
BANKRUPTCY_2;파산을 선언해야만 했습니다.;;;;;;;;;;;;;
BANKRUPTCY_3;모든 채무는 사라지겠지만,;;;;;;;;;;;;;
BANKRUPTCY_4;국민에게 큰 우려를 줄 것이며;;;;;;;;;;;;;
BANKRUPTCY_5;세계에서의 위신 또한 크게 떨어질 것입니다.;;;;;;;;;;;;;
BANKRUPTCY_6;미래에 은행은 채무 지급을 더 망설일 것입니다.;;;;;;;;;;;;;
BANKRUPTCY_LOG;우리나라가 파산했습니다.;;;;;;;;;;;;;
BANKRUPTCY_BTN1;좋지 않다.;;;;;;;;;;;;;
THEY_BANKRUPTCY_SETUP;다른 국가가 파산했을 때;;;;;;;;;;;;;
THEY_BANKRUPTCY_HEADER;$MESSENGER$;;;;;;;;;;;;;
THEY_BANKRUPTCY_1;파산!;;;;;;;;;;;;;
THEY_BANKRUPTCY_2;$COUNTRY$ 측이;;;;;;;;;;;;;
THEY_BANKRUPTCY_3;파산을 선언했습니다.;;;;;;;;;;;;;
THEY_BANKRUPTCY_4;*;;;;;;;;;;;;;
THEY_BANKRUPTCY_5;*;;;;;;;;;;;;;
THEY_BANKRUPTCY_6;*;;;;;;;;;;;;;
THEY_BANKRUPTCY_LOG;$COUNTRY$ 측이 파산했습니다.;;;;;;;;;;;;;
THEY_BANKRUPTCY_BTN1;확인;;;;;;;;;;;;;
LIT_CHANGE;월간 변동;;;;;;;;;;;;;
precious_metal_desc;귀금속은 일반 상품으로 판매되지 않고 바로 돈으로 환산됩니다.;;;;;;;;;;;;;
DIPLOMACY_CANNOT_SET_PRIO_BANNED;대사가 추방당했으므로 영향력을 투사할 수 없습니다.;;;;;;;;;;;;;
PROV1723;발보아;;;;;;;;;;;;;;
PROV353;사레마;;;;;;;;;;;;;
MILITARY_MOBILIZE;동원령 선포;;;;;;;;;;;;;
MILITARY_MOBILIZE_DESC;전시에는 상비군과는 별도로 징집의 형태로 추가 병력을 활용할 수 있습니다. 동원령을 선포하면, 징집된 예비군은 주요 인구 중심지에 집결을 시작해 전면전 대비를 시작합니다. 상당한 규모의 침공을 극복하려면 동원령이 필수적이지만, 동원령이 국가 경제에 미치는 악영향을 항상 경계해야 합니다.;;;;;;;;;;;;;
MILITARY_DEMOBILIZE;동원령 해제;;;;;;;;;;;;;
MILITARY_DEMOBILIZE_DESC;동원령을 해산함으로써 징집된 예비군은 전쟁터를 떠나 고향으로 돌아갑니다. 전쟁의 고통으로 황폐해진 모든 나라가 정상화를 갈망한다는 사실은 분명하지만, 해산 이전에 먼저 전쟁에서의 승리를 굳히는 쪽이 좋을 것입니다.;;;;;;;;;;;;;
BE_TECH;기술:;;;;;;;;;;;;;
BE_INVENT;발명:;;;;;;;;;;;;;
TOPBAR_DIPLOPOINTS_GAIN;월간 획득 외교점: [SUB_A7]Y$VALUE$[SUB_A7]W;;;;;;;;;;;;;
TOPBAR_DIPLOPOINTS_BASEGAIN;기본 획득 외교점: [SUB_A7]Y$VALUE$[SUB_A7]W;;;;;;;;;;;;;
MOBILISE;동원령 선포;;;;;;;;;;;;;
DEMOBILISE;동원령 해제;;;;;;;;;;;;;
BE_INVENT;발명:;;;;;;;;;;;;;
THE_WORLD_IN;$YEAR$년의 세계;;;;;;;;;;;;;
TECHNOLOGY_ACTIVATION_YEAR;활성화 연도:;;;;;;;;;;;;;
TECHNOLOGY_RESEARCH_POINTS;연구점:;;;;;;;;;;;;;
tut_8c_12;빅토리아2에서는 개전할 때 전쟁목표를 설정해야 합니다. 선전포고 창 오른쪽에서 보이는 전쟁 목표만 선택할 수 있습니다. 이러한 전쟁목표는 여러분이 평화롭게 요구할 유일한 것이라는 것을 명심하세요. \n전쟁목표를 확인하려면 전쟁을 클릭하세요.;;;;;;;;;;;;;
tut_6b_14;계속하려면 다음을 클릭하세요.;;;;;;;;;;;;;
tut_8a_7;영국과 동맹을 맺으려면 외교적 조치가 필요합니다. 외교적 행동은 동맹 요청에서 선전포고에 이르기까지 무엇이든 가능합니다. 외교적 행동을 취하려면 매달 축적되는 외교점이 필요합니다. 상단표시줄에서 외교를 보면, 우리는 연구점을 동맹 제안에 필요한 1점 이상 가지고 있음을 알 수 있습니다. 영국과의 동맹을 제안하려면 먼저 동맹 제안을 누른 다음 수락 버튼을 누르세요.;;;;;;;;;;;;;
TEMP_NEXT;다음;;;;;;;;;;;;;
BUDGET_EXPORTS;국가비축품 판매: [SUB_A7]Y$VAL$[SUB_A7]W[SUB_A4] ;;;;;;;;;;;;;
BUDGET_IMPORTS;국가비축품 매입: [SUB_A7]Y$VAL$[SUB_A7]W[SUB_A4] ;;;;;;;;;;;;;
bad_debter;악성 채무국;;;;;;;;;;;;;
bad_debter_desc;나쁜 경제 경험으로 인해 은행이 채무 도입에 더 높은 이자를 요구합니다.;;;;;;;;;;;;;
MUST_NEGOTIATE_WITH_WAR_LEADER;전쟁주도국이 아니므로 적 진영 [SUB_A7]Y전쟁주도국[SUB_A7]W과 협상해야 합니다.;;;;;;;;;;;;;
BAD_ADJ;바덴령;;;;;;;;;;;;;
WAR_LEADER;[SUB_A7]Y전쟁주도국[SUB_A7]W;;;;;;;;;;;;;
MUST_NEGOTIATE_WITH_WAR_LEADER_NO_LEFTOVER_WARGOALS;[SUB_A7]Y$COUNTRY$[SUB_A7]W 측과 평화조약을 맺으면 전쟁이 끝나므로 적 진영 [SUB_A7]Y전쟁주도국[SUB_A7]W과 협상해야 합니다.;;;;;;;;;;;;;
WARGOAL_DEMAND;[SUB_A7]Y$COUNTRY$[SUB_A7]W 측이 [SUB_A7]Y$ENEMY$[SUB_A7]W 측에게 해당 사항을 요구합니다.;;;;;;;;;;;;;
POP_DETAILS_PROMOTIONS;승격:;;;;;;;;;;;;;
POP_DETAILS_DEMOTIONS;강등:;;;;;;;;;;;;;
NO_WAR_SPHERE_LEADER;영향권 맹주에게는 전쟁을 선포할 수 없습니다.;;;;;;;;;;;;;
EVTNAME15310;이동대학;;;;;;;;;;;;;
GO_TO_DIPLOMACY;외교 참조;;;;;;;;;;;;;
PROVINCE_CONTROL_DAYS_LATER_THAN; ≠ 최근 [SUB_A7]Y$DAYS$[SUB_A7]W일 사이에 지역 통제국 변동\n;;;;;;;;;;;x
PROVINCE_CONTROL_DAYS; = 최근 [SUB_A7]Y$DAYS$[SUB_A7]W일 사이에 지역 통제국 변동\n;;;;;;;;;;;x
ENFORCE_DEMANDS_TRIGGER;반군 승리 조건:;;;;;;;;;;;;;
tut_1a_40;이동 화살표가 보이면 게임을 재개하세요.;;;;;;;;;;;;;
EVTNAME15060;첫번째 농민은행;;;;;;;;;;;;;
POLITICS_REFORMS;개혁;;;;;;;;;;;;;
POLITICS_RELEASE_NATIONS;해방;;;;;;;;;;;;;
MILITARY_LEADER_NAME_TOOLTIP;[SUB_A7]Y$ARMY$[SUB_A7]W 부대는 [SUB_A7]Y$NAME$[SUB_A7]W 지휘관이 [SUB_A7]Y$LOCATION$[SUB_A7]W에서 지휘합니다.;;;;;;;;;;;;;
hms_government;입헌군주정;;;;;;;;;;;;;;
EVTNAME19310;천명;;;;;;;;;;;;;
EVTDESC19310;'천명'은 서구의 왕권신수설과 유사한 중국 철학의 개념으로, 역사적으로 천자의 권력을 정당화하고 동기부여하고자 쓰였습니다. 최근 우리나라가 강대국으로 떠오르자 신민들은 정부가 천명을 누리고 있다는 사실을 다시 한번 확신하고 있습니다.;;;;;;;;;;;;;
EVTOPTA19310;훌륭해!;;;;;;;;;;;;;
EVTNAME19320;해가 떠오르는 나라;;;;;;;;;;;;;
EVTDESC19320;일본은 해가 떠오르는 나라입니다. 서양인의 흑선이 연안에 일본 연안에 처음 출현한 이래, 일본은 강대한 서구의 뒤를 쫓아 항해해왔습니다. 최근 강대국 지위에 오르면서 운명의 물길이 바뀌었습니다. 이제 강대국 일본의 신성한 해안을 감히 휩쓸고 지나가려는 무모한 외국의 바람 모두 격퇴하고 물리칩시다!;;;;;;;;;;;;;
EVTOPTA19320;만세!;;;;;;;;;;;;;
form_union_nation_title;$CULTURE_GROUP_UNION$ 결성;;;;;;;;;;;;;
form_union_nation_desc;동포 사이에서의 우세한 지위를 통해 $CULTURE_GROUP_UNION$을 결성할 수 있습니다.;;;;;;;;;;;;;
BE_SECOND_RANK;지역강국;;;;;;;;;;;;;
COUNTRYALERT_HasUnemployedWorkers;미고용 공장 노동자 목록:;;;;;;;;;;;;;
REMOVE_TOPBAR_POPULATION;성인 남성 인구는 $CURR$입니다. 매달마다 대략적으로 $CHANGE$ 변합니다.;;;;;;;;;;;;;
TOPBAR_POPULATION_VISUAL;총인구: $CURR$명;;;;;;;;;;;;;
BUILD_COLONIAL;비식민주;;;;;;;;;;;;;
